PAC4GC:7324697.1.592a4f60	Xelaev18032537m.g	15529
PAC4GC:7358385.4.592a4f67	Xelaev18001527m.g	15507
PAC4GC:7326027	Xelaev18031981m.g	15493
PAC4GC:7355381.4.592a4f65	Xelaev18013183m.g	15485
PAC4GC:7345051	Xelaev18018814m.g	15483
PAC4GC:7328569	Xelaev18026723m.g	15480
PAC4GC:7357888.1.592a4f68	Xelaev18002149m.g	15476
PAC4GC:7330502	Xelaev18005064m.g	15466
PAC4GC:7323775	Xelaev18030296m.g	15453
PAC4GC:7323281	Xelaev18030298m.g	15453
PAC4GC:7328392	Xelaev18026280m.g	15451
PAC4GC:7353755	Xelaev18013184m.g	15443
PAC4GC:7358385.3.592a4f67	Xelaev18001527m.g	15436
PAC4GC:7354487	Xelaev18014037m.g	15435
PAC4GC:7345725.1.592a4f5d	Xelaev18039822m.g	15413
PAC4GC:7322640.1.592a4f50	Xelaev18028974m.g	15406
PAC4GC:7323179.5.592a4f5d	Xelaev18030295m.g	15401
PAC4GC:7332708	Xelaev18005666m.g	15395
PAC4GC:7322640.5.592a4f50	Xelaev18028974m.g	15393
PAC4GC:7348962	Xelaev18021369m.g	15369
PAC4GC:7322640.3.592a4f50	Xelaev18028974m.g	15366
PAC4GC:7348962.6.592a4f5d	Xelaev18021369m.g	15357
PAC4GC:7354889.2.592a4f5b	Xelaev18012284m.g	15348
PAC4GC:7350306	Xelaev18021370m.g	15348
PAC4GC:7322640.2.592a4f50	Xelaev18028974m.g	15348
PAC4GC:7361668.53.592a4f55	Xelaev18022246m.g	15329
PAC4GC:7348962.3.592a4f5d	Xelaev18021369m.g	15319
PAC4GC:7361668.36.592a4f55	Xelaev18022246m.g	15311
PAC4GC:7350928.5.592a4f5d	Xelaev18015706m.g	15294
PAC4GC:7324955	Xelaev18032217m.g	15286
PAC4GC:7340156.2.592a4f54	Xelaev18041757m.g	15280
PAC4GC:7341287	Xelaev18041026m.g	15275
PAC4GC:7354298.1.592a4f67	Xelaev18013607m.g	15274
PAC4GC:7345051.2.592a4f63	Xelaev18018814m.g	15247
PAC4GC:7337483	Xelaev18047092m.g	15237
PAC4GC:7353939	Xelaev18013608m.g	15224
PAC4GC:7347705	Xelaev18039236m.g	15222
PAC4GC:7329974.10.592a4f58	Xelaev18005615m.g	15218
PAC4GC:7330502.2.592a4f51	Xelaev18005064m.g	15210
PAC4GC:7354298	Xelaev18013607m.g	15196
PAC4GC:7339219.2.592a4f64	Xelaev18046962m.g	15193
PAC4GC:7334154	Xelaev18033488m.g	15191
PAC4GC:7328522	Xelaev18026724m.g	15189
PAC4GC:7328569.2.592a4f53	Xelaev18026723m.g	15181
PAC4GC:7330502.5.592a4f51	Xelaev18005064m.g	15177
PAC4GC:7328569.3.592a4f53	Xelaev18026723m.g	15172
PAC4GC:7361668.45.592a4f55.45.592d0e28	Xelaev18022246m.g	15170
PAC4GC:7328569.4.592a4f53	Xelaev18026723m.g	15154
PAC4GC:7358834	Xelaev18045494m.g	15151
PAC4GC:7361004	Xelaev18043346m.g	15142
PAC4GC:7358385.2.592a4f67	Xelaev18001527m.g	15141
PAC4GC:7336144.4.592a4f51	Xelaev18009106m.g	15137
PAC4GC:7357371.1.592a4f55	Xelaev18037559m.g	15134
